stock_code,company_name,ipo_date,doc_type,headline,url,resolved_from_htm_index,release_date,local_path,downloaded
06168,"Zhou Liu Fu Jewellery Co., Ltd.",2025-06-26,allotment,(Cancelled and Reissued) Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0625/2025062502268.pdf,,2025-06-25 22:58:00,pdfs/06168/allotment_0.pdf,True
06168,"Zhou Liu Fu Jewellery Co., Ltd.",2025-06-26,allotment,Announcements and Notices - [Allotment Results] - (Revised) ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0626/2025062600013.pdf,,2025-06-26 06:11:00,pdfs/06168/allotment_1.pdf,True
06168,"Zhou Liu Fu Jewellery Co., Ltd.",2025-06-26,over_allotment_exercise,,,,,,False
06168,"Zhou Liu Fu Jewellery Co., Ltd.",2025-06-26,stabilization,"Announcements and Notices - [Other - Miscellaneous] - FULL EXERCISE OF THE OVER-ALLOTMENT OPTION, STABILIZING ACTIONS AND END OF STABILIZATION PERIOD",https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0723/2025072301100.pdf,,2025-07-23 20:50:00,pdfs/06168/stabilization_0.pdf,True
09678,"Unisound AI Technology Co., Ltd.",2025-06-30,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0620/2025062000023.pdf,,2025-06-20 06:24:00,pdfs/09678/prospectus_0.pdf,True
09678,"Unisound AI Technology Co., Ltd.",2025-06-30,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0627/2025062702974.pdf,,2025-06-27 21:43:00,pdfs/09678/allotment_0.pdf,True
09678,"Unisound AI Technology Co., Ltd.",2025-06-30,over_allotment_exercise,,,,,,False
09678,"Unisound AI Technology Co., Ltd.",2025-06-30,stabilization,"Announcements and Notices - [Other - Miscellaneous] - FULL EXERCISE OF THE OVER-ALLOTMENT OPTION, STABILIZING ACTIONS AND END OF THE STABILIZATION PERIOD",https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0725/2025072501515.pdf,,2025-07-25 20:47:00,pdfs/09678/stabilization_0.pdf,True
03880,Medtide Inc.,2025-06-30,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0620/2025062000021.pdf,,2025-06-20 06:23:00,pdfs/03880/prospectus_0.pdf,True
03880,Medtide Inc.,2025-06-30,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0627/2025062703092.pdf,,2025-06-27 21:53:00,pdfs/03880/allotment_0.pdf,True
03880,Medtide Inc.,2025-06-30,over_allotment_exercise,,,,,,False
03880,Medtide Inc.,2025-06-30,stabilization,,,,,,False
06603,IFBH Limited,2025-06-30,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0620/2025062000033.pdf,,2025-06-20 06:28:00,pdfs/06603/prospectus_0.pdf,True
06603,IFBH Limited,2025-06-30,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0627/2025062703890.pdf,,2025-06-27 22:38:00,pdfs/06603/allotment_0.pdf,True
06603,IFBH Limited,2025-06-30,over_allotment_exercise,,,,,,False
06603,IFBH Limited,2025-06-30,stabilization,"Announcements and Notices - [Other - Miscellaneous] - FULL EXERCISE OF THE OVER-ALLOTMENT OPTION, STABILIZING ACTIONS AND END OF STABILIZATION PERIOD",https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0725/2025072501707.pdf,,2025-07-25 21:48:00,pdfs/06603/stabilization_0.pdf,True
02592,Cloudbreak Pharma Inc.,2025-07-03,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0624/2025062400005.pdf,,2025-06-24 06:07:00,pdfs/02592/prospectus_0.pdf,True
02592,Cloudbreak Pharma Inc.,2025-07-03,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0702/2025070203783.pdf,,2025-07-02 20:04:00,pdfs/02592/allotment_0.pdf,True
02592,Cloudbreak Pharma Inc.,2025-07-03,over_allotment_exercise,,,,,,False
02592,Cloudbreak Pharma Inc.,2025-07-03,stabilization,,,,,,False
02648,"Anjoy Foods Group Co., Ltd.",2025-07-04,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0625/2025062500043.pdf,,2025-06-25 06:17:00,pdfs/02648/prospectus_0.pdf,True
02648,"Anjoy Foods Group Co., Ltd.",2025-07-04,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0703/2025070302241.pdf,,2025-07-03 22:33:00,pdfs/02648/allotment_0.pdf,True
02648,"Anjoy Foods Group Co., Ltd.",2025-07-04,over_allotment_exercise,,,,,,False
02648,"Anjoy Foods Group Co., Ltd.",2025-07-04,stabilization,"Announcements and Notices - [Other - Miscellaneous] - STABILIZING ACTIONS, END OF STABILIZATION PERIOD AND LAPSE OF THE OVER-ALLOTMENT OPTION",https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0730/2025073001416.pdf,,2025-07-30 20:02:00,pdfs/02648/stabilization_0.pdf,True
01828,FWD Group Holdings Limited,2025-07-07,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0626/2025062600017.pdf,,2025-06-26 06:20:00,pdfs/01828/prospectus_0.pdf,True
01828,FWD Group Holdings Limited,2025-07-07,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0704/2025070402160.pdf,,2025-07-04 22:42:00,pdfs/01828/allotment_0.pdf,True
01828,FWD Group Holdings Limited,2025-07-07,over_allotment_exercise,,,,,,False
01828,FWD Group Holdings Limited,2025-07-07,stabilization,"Announcements and Notices - [Other - Miscellaneous] - PARTIAL EXERCISE OF THE OVER-ALLOTMENT OPTION, STABILISING ACTIONS AND END OF STABILISATION PERIOD",https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0801/2025080103557.pdf,,2025-08-01 20:14:00,pdfs/01828/stabilization_0.pdf,True
02590,"Beijing Geekplus Technology Co., Ltd.",2025-07-09,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0630/2025063000025.pdf,,2025-06-30 06:22:00,pdfs/02590/prospectus_0.pdf,True
02590,"Beijing Geekplus Technology Co., Ltd.",2025-07-09,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0708/2025070801126.pdf,,2025-07-08 22:15:00,pdfs/02590/allotment_0.pdf,True
02590,"Beijing Geekplus Technology Co., Ltd.",2025-07-09,over_allotment_exercise,,,,,,False
02590,"Beijing Geekplus Technology Co., Ltd.",2025-07-09,stabilization,"Announcements and Notices - [Other - Miscellaneous] - PARTIAL EXERCISE OF THE OVER-ALLOTMENT OPTION, STABILIZING ACTIONS AND END OF THE STABILIZATION PERIOD",https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0804/2025080400319.pdf,,2025-08-04 12:03:00,pdfs/02590/stabilization_0.pdf,True
02597,"Beijing Xunzhong Communication Technology Co., Ltd.",2025-07-09,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0630/2025063000023.pdf,,2025-06-30 06:19:00,pdfs/02597/prospectus_0.pdf,True
02597,"Beijing Xunzhong Communication Technology Co., Ltd.",2025-07-09,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0708/2025070801152.pdf,,2025-07-08 22:28:00,pdfs/02597/allotment_0.pdf,True
02597,"Beijing Xunzhong Communication Technology Co., Ltd.",2025-07-09,over_allotment_exercise,,,,,,False
02597,"Beijing Xunzhong Communication Technology Co., Ltd.",2025-07-09,stabilization,"Announcements and Notices - [Other - Miscellaneous] - END OF STABILIZATION PERIOD, NO STABILIZATION ACTIONS AND LAPSE OF OVER-ALLOTMENT OPTION",https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0804/2025080400029.pdf,,2025-08-04 08:01:00,pdfs/02597/stabilization_0.pdf,True
01304,"Fortior Technology (Shenzhen) Co., Ltd.",2025-07-09,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0630/2025063000015.pdf,,2025-06-30 06:10:00,pdfs/01304/prospectus_0.pdf,True
01304,"Fortior Technology (Shenzhen) Co., Ltd.",2025-07-09,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0708/2025070801154.pdf,,2025-07-08 22:29:00,pdfs/01304/allotment_0.pdf,True
01304,"Fortior Technology (Shenzhen) Co., Ltd.",2025-07-09,over_allotment_exercise,Announcements and Notices - [Other - Miscellaneous] - FULL EXERCISE OF THE OVER-ALLOTMENT OPTION,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0724/2025072401522.pdf,,2025-07-24 19:04:00,pdfs/01304/over_allotment_exercise_0.pdf,True
01304,"Fortior Technology (Shenzhen) Co., Ltd.",2025-07-09,stabilization,Announcements and Notices - [Other - Miscellaneous] - STABILIZING ACTIONS AND END OF STABILIZATION PERIOD,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0803/2025080300007.pdf,,2025-08-03 18:07:00,pdfs/01304/stabilization_0.pdf,True
06613,"Lens Technology Co., Ltd.",2025-07-09,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0630/2025063000031.pdf,,2025-06-30 06:30:00,pdfs/06613/prospectus_0.pdf,True
06613,"Lens Technology Co., Ltd.",2025-07-09,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0708/2025070801180.pdf,,2025-07-08 22:52:00,pdfs/06613/allotment_0.pdf,True
06613,"Lens Technology Co., Ltd.",2025-07-09,over_allotment_exercise,,,,,,False
06613,"Lens Technology Co., Ltd.",2025-07-09,stabilization,"Announcements and Notices - [Other - Miscellaneous] - FULL EXERCISE OF THE OVER-ALLOTMENT OPTION, STABILIZING ACTIONS AND END OF STABILIZATION PERIOD",https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0803/2025080300029.pdf,,2025-08-03 18:56:00,pdfs/06613/stabilization_0.pdf,True
02651,"Wuhan Dazhong Dental Medical Co., Ltd.",2025-07-09,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0630/2025063000019.pdf,,2025-06-30 06:17:00,pdfs/02651/prospectus_0.pdf,True
02651,"Wuhan Dazhong Dental Medical Co., Ltd.",2025-07-09,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0708/2025070801104.pdf,,2025-07-08 21:35:00,pdfs/02651/allotment_0.pdf,True
02651,"Wuhan Dazhong Dental Medical Co., Ltd.",2025-07-09,over_allotment_exercise,,,,,,False
02651,"Wuhan Dazhong Dental Medical Co., Ltd.",2025-07-09,stabilization,"Announcements and Notices - [Other - Miscellaneous] - END OF STABILIZATION PERIOD, NO STABILIZATION ACTIONS AND LAPSE OF OVER-ALLOTMENT OPTION",https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0804/2025080401259.pdf,,2025-08-04 16:55:00,pdfs/02651/stabilization_0.pdf,True
09887,"Nanjing Leads Biolabs Co., Ltd.",2025-07-25,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0717/2025071700005.pdf,,2025-07-17 06:15:00,pdfs/09887/prospectus_0.pdf,True
09887,"Nanjing Leads Biolabs Co., Ltd.",2025-07-25,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0724/2025072401812.pdf,,2025-07-24 22:37:00,pdfs/09887/allotment_0.pdf,True
09887,"Nanjing Leads Biolabs Co., Ltd.",2025-07-25,over_allotment_exercise,Announcements and Notices - [Other - Miscellaneous] - FULL EXERCISE OF THE OVER-ALLOTMENT OPTION,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0807/2025080700061.pdf,,2025-08-07 07:31:00,pdfs/09887/over_allotment_exercise_0.pdf,True
09887,"Nanjing Leads Biolabs Co., Ltd.",2025-07-25,stabilization,Announcements and Notices - [Other - Miscellaneous] - STABILIZING ACTIONS AND END OF STABILIZATION PERIOD,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0821/2025082100862.pdf,,2025-08-21 18:34:00,pdfs/09887/stabilization_0.pdf,True
02627,"Ab&B Bio-Tech CO., LTD. JS",2025-08-11,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0731/2025073100087.pdf,,2025-07-31 06:21:00,pdfs/02627/prospectus_0.pdf,True
02627,"Ab&B Bio-Tech CO., LTD. JS",2025-08-11,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0808/2025080801368.pdf,,2025-08-08 21:15:00,pdfs/02627/allotment_0.pdf,True
02627,"Ab&B Bio-Tech CO., LTD. JS",2025-08-11,over_allotment_exercise,,,,,,False
02627,"Ab&B Bio-Tech CO., LTD. JS",2025-08-11,stabilization,,,,,,False
02591,"Guangzhou Innogen Pharmaceutical Group Co., Ltd.",2025-08-15,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0807/2025080700013.pdf,,2025-08-07 06:13:00,pdfs/02591/prospectus_0.pdf,True
02591,"Guangzhou Innogen Pharmaceutical Group Co., Ltd.",2025-08-15,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0814/2025081401622.pdf,,2025-08-14 22:22:00,pdfs/02591/allotment_0.pdf,True
02591,"Guangzhou Innogen Pharmaceutical Group Co., Ltd.",2025-08-15,over_allotment_exercise,,,,,,False
02591,"Guangzhou Innogen Pharmaceutical Group Co., Ltd.",2025-08-15,stabilization,,,,,,False
02631,"SICC CO., LTD.",2025-08-20,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0811/2025081100005.pdf,,2025-08-11 06:14:00,pdfs/02631/prospectus_0.pdf,True
02631,"SICC CO., LTD.",2025-08-20,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0819/2025081901728.pdf,,2025-08-19 22:40:00,pdfs/02631/allotment_0.pdf,True
02631,"SICC CO., LTD.",2025-08-20,over_allotment_exercise,,,,,,False
02631,"SICC CO., LTD.",2025-08-20,stabilization,"Announcements and Notices - [Other - Miscellaneous] - FULL EXERCISE OF THE OVER-ALLOTMENT OPTION, STABILIZING ACTIONS AND END OF STABILIZATION PERIOD",https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0914/2025091400109.pdf,,2025-09-14 19:21:00,pdfs/02631/stabilization_0.pdf,True
06960,"SHUANGDENG GROUP CO., LTD.",2025-08-26,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0818/2025081800011.pdf,,2025-08-18 06:12:00,pdfs/06960/prospectus_0.pdf,True
06960,"SHUANGDENG GROUP CO., LTD.",2025-08-26,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0825/2025082502151.pdf,,2025-08-25 22:52:00,pdfs/06960/allotment_0.pdf,True
06960,"SHUANGDENG GROUP CO., LTD.",2025-08-26,over_allotment_exercise,,,,,,False
06960,"SHUANGDENG GROUP CO., LTD.",2025-08-26,stabilization,"Announcements and Notices - [Other - Miscellaneous] - FULL EXERCISE OF THE OVER-ALLOTMENT OPTION, STABILIZING ACTIONS AND THE END OF STABILIZATION PERIOD",https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0921/2025092100013.pdf,,2025-09-21 18:13:00,pdfs/06960/stabilization_0.pdf,True
03858,Jiaxin International Resources Investment Limited,2025-08-28,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0820/2025082000021.pdf,,2025-08-20 06:25:00,pdfs/03858/prospectus_0.pdf,True
03858,Jiaxin International Resources Investment Limited,2025-08-28,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0827/2025082702293.pdf,,2025-08-27 22:50:00,pdfs/03858/allotment_0.pdf,True
03858,Jiaxin International Resources Investment Limited,2025-08-28,over_allotment_exercise,Announcements and Notices - [Other - Miscellaneous] - FULL EXERCISE OF THE OVER-ALLOTMENT OPTION,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0828/2025082802772.pdf,,2025-08-28 21:55:00,pdfs/03858/over_allotment_exercise_0.pdf,True
03858,Jiaxin International Resources Investment Limited,2025-08-28,stabilization,Announcements and Notices - [Other - Miscellaneous] - STABILIZING ACTIONS AND END OF STABILIZATION PERIOD,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0924/2025092401050.pdf,,2025-09-24 20:41:00,pdfs/03858/stabilization_0.pdf,True
02580,"AUX ELECTRIC CO., LTD.",2025-09-02,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0825/2025082500011.pdf,,2025-08-25 06:16:00,pdfs/02580/prospectus_0.pdf,True
02580,"AUX ELECTRIC CO., LTD.",2025-09-02,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0825/11807369/2025082500025.pdf,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0825/2025082500020.htm,2025-08-25 06:47:00,pdfs/02580/prospectus_1.pdf,True
02580,"AUX ELECTRIC CO., LTD.",2025-09-02,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0901/2025090103683.pdf,,2025-09-01 22:34:00,pdfs/02580/allotment_0.pdf,True
02580,"AUX ELECTRIC CO., LTD.",2025-09-02,over_allotment_exercise,,,,,,False
02580,"AUX ELECTRIC CO., LTD.",2025-09-02,stabilization,"Announcements and Notices - [Other - Miscellaneous] - STABILIZING ACTIONS, END OF STABILIZATION PERIOD AND LAPSE OF THE OVER-ALLOTMENT OPTION",https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0928/2025092800005.pdf,,2025-09-28 18:05:00,pdfs/02580/stabilization_0.pdf,True
02543,"DAHON TECH (SHENZHEN) CO., LTD.",2025-09-09,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0901/2025090100007.pdf,,2025-09-01 06:10:00,pdfs/02543/prospectus_0.pdf,True
02543,"DAHON TECH (SHENZHEN) CO., LTD.",2025-09-09,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0908/2025090801334.pdf,,2025-09-08 22:54:00,pdfs/02543/allotment_0.pdf,True
02543,"DAHON TECH (SHENZHEN) CO., LTD.",2025-09-09,over_allotment_exercise,,,,,,False
02543,"DAHON TECH (SHENZHEN) CO., LTD.",2025-09-09,stabilization,"Announcements and Notices - [Other - Miscellaneous] - PARTIAL EXERCISE OF THE OVER-ALLOTMENT OPTION, STABILIZING ACTIONS AND THE END OF STABILIZATION PERIOD",https://www1.hkexnews.hk/listedco/listconews/sehk/2025/1005/2025100500245.pdf,,2025-10-05 19:54:00,pdfs/02543/stabilization_0.pdf,True
02525,Hesai Group,2025-09-16,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0908/2025090800017.pdf,,2025-09-08 06:22:00,pdfs/02525/prospectus_0.pdf,True
02525,Hesai Group,2025-09-16,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0915/2025091501458.pdf,,2025-09-15 21:56:00,pdfs/02525/allotment_0.pdf,True
02525,Hesai Group,2025-09-16,over_allotment_exercise,Announcements and Notices - [Other - Miscellaneous] - FULL EXERCISE OF THE OVER-ALLOTMENT OPTION,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0916/2025091601478.pdf,,2025-09-16 22:33:00,pdfs/02525/over_allotment_exercise_0.pdf,True
02525,Hesai Group,2025-09-16,stabilization,Announcements and Notices - [Other - Miscellaneous] - STABILIZING ACTIONS AND END OF STABILIZATION PERIOD,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/1012/2025101200001.pdf,,2025-10-12 18:02:00,pdfs/02525/stabilization_0.pdf,True
02656,160 Health International Limited,2025-09-17,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0909/2025090900019.pdf,,2025-09-09 06:16:00,pdfs/02656/prospectus_0.pdf,True
02656,160 Health International Limited,2025-09-17,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0916/2025091601472.pdf,,2025-09-16 22:31:00,pdfs/02656/allotment_0.pdf,True
02656,160 Health International Limited,2025-09-17,over_allotment_exercise,,,,,,False
02656,160 Health International Limited,2025-09-17,stabilization,,,,,,False
02595,GenFleet Therapeutics (Shanghai) Inc,2025-09-19,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0911/2025091100031.pdf,,2025-09-11 06:59:00,pdfs/02595/prospectus_0.pdf,True
02595,GenFleet Therapeutics (Shanghai) Inc,2025-09-19,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0918/2025091801757.pdf,,2025-09-18 22:45:00,pdfs/02595/allotment_0.pdf,True
02595,GenFleet Therapeutics (Shanghai) Inc,2025-09-19,over_allotment_exercise,,,,,,False
02595,GenFleet Therapeutics (Shanghai) Inc,2025-09-19,stabilization,"Announcements and Notices - [Other - Miscellaneous] - FULL EXERCISE OF THE OVER-ALLOTMENT OPTION, STABILIZING ACTIONS AND END OF STABILIZATION PERIOD",https://www1.hkexnews.hk/listedco/listconews/sehk/2025/1016/2025101601000.pdf,,2025-10-16 20:03:00,pdfs/02595/stabilization_0.pdf,True
06090,BUTONG GROUP,2025-09-23,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0915/2025091500009.pdf,,2025-09-15 06:20:00,pdfs/06090/prospectus_0.pdf,True
06090,BUTONG GROUP,2025-09-23,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0922/2025092201984.pdf,,2025-09-22 22:41:00,pdfs/06090/allotment_0.pdf,True
06090,BUTONG GROUP,2025-09-23,over_allotment_exercise,,,,,,False
06090,BUTONG GROUP,2025-09-23,stabilization,,,,,,False
09973,"Chery Automobile Co., Ltd.",2025-09-25,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0917/2025091700013.pdf,,2025-09-17 06:29:00,pdfs/09973/prospectus_0.pdf,True
09973,"Chery Automobile Co., Ltd.",2025-09-25,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF FINAL OFFER PRICE AND ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0924/2025092401262.pdf,,2025-09-24 22:51:00,pdfs/09973/allotment_0.pdf,True
09973,"Chery Automobile Co., Ltd.",2025-09-25,over_allotment_exercise,,,,,,False
09973,"Chery Automobile Co., Ltd.",2025-09-25,stabilization,"Announcements and Notices - [Other - Miscellaneous] - PARTIAL EXERCISE OF THE OVER-ALLOTMENT OPTION, STABILIZING ACTIONS AND THE END OF STABILIZATION PERIOD",https://www1.hkexnews.hk/listedco/listconews/sehk/2025/1022/2025102201148.pdf,,2025-10-22 22:39:00,pdfs/09973/stabilization_0.pdf,True
02889,PATEO CONNECT Technology (Shanghai) Corporation,2025-09-30,prospectus,Listing Documents - [Offer for Subscription] - GLOBAL OFFERING,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0922/2025092200011.pdf,,2025-09-22 06:22:00,pdfs/02889/prospectus_0.pdf,True
02889,PATEO CONNECT Technology (Shanghai) Corporation,2025-09-30,allotment,Announcements and Notices - [Allotment Results] - ANNOUNCEMENT OF ALLOTMENT RESULTS,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0929/2025092903622.pdf,,2025-09-29 22:50:00,pdfs/02889/allotment_0.pdf,True
02889,PATEO CONNECT Technology (Shanghai) Corporation,2025-09-30,over_allotment_exercise,,,,,,False
02889,PATEO CONNECT Technology (Shanghai) Corporation,2025-09-30,stabilization,"Announcements and Notices - [Other - Miscellaneous] - END OF STABILIZATION PERIOD, NO STABILIZATION ACTIONS AND LAPSE OF OVER-ALLOTMENT OPTION",https://www1.hkexnews.hk/listedco/listconews/sehk/2025/1031/2025103102634.pdf,,2025-10-31 22:19:00,pdfs/02889/stabilization_0.pdf,True
